word	phones
piglet	p ɪ ɡ l ɪ t
bmw	b iː ɛ m d ʌ b ə l j uː
monte	m ɑ n t iː
camaro	k ə m ɛ ɹ oʊ
riviera	ɹ ɪ v iː ɛ ɹ ə
handle	h æ n d ə l
smirk	s m ɜː k
pompom	p ɑ m p ɑ m
oughta	ɔ t ə
goliath	ɡ ə l aɪ ə θ
mrs	m ɪ s ɪ z
tater	t eɪ t ə ɹ
indigo	ɪ n d ə ɡ oʊ
pine	p aɪ n
toward	t ə w ɔ ɹ d
beautifully	b j uː t ə f l iː
ruining	ɹ uː ɪ n ɪ ŋ
lamborghini	l æ m b ə ɹ ɡ iː n iː
flapped	f l æ p t
jumped	dʒ ʌ m p t
wheels	w iː l z
floating	f l oʊ t ɪ ŋ
frightened	f ɹ aɪ t ə n d
exclamation	ɛ k s k l ə m eɪ ʃ ə n
followed	f ɑ l oʊ d
facing	f eɪ s ɪ ŋ
whenever	w ɛ n ɛ v ə ɹ
destruction	d ɪ s t ɹ ʌ k ʃ ə n
scare	s k ɛ ɹ
peg	p ɛ ɡ
concentrate	k ɑ n s ə n t ɹ eɪ t
exercising	ɛ k s ə ɹ s aɪ z ɪ ŋ
potty	p ɑ t iː
piquet	p ɪ k ɛ t
ships	ʃ ɪ p s
beard	b ɪ ɹ d
everybody's	ɛ v ɹ iː b ɑ d iː z
performance	p ə ɹ f ɔ ɹ m ə n s
performing	p ə ɹ f ɔ ɹ m ɪ ŋ
rollerblade	ɹ oʊ l ə ɹ b l eɪ d
dora	d ɔ ɹ ə
living	l ɪ v ɪ ŋ
softball	s ɔ f t b ɔ l
popping	p ɑ p ɪ ŋ
connecting	k ə n ɛ k t ɪ ŋ
dribble	d ɹ ɪ b ə l
branches	b ɹ æ n tʃ ə z
volleyball	v ɑ l iː b ɔ l
twister	t w ɪ s t ə ɹ
cleans	k l iː n z
strange	s t ɹ eɪ n dʒ
dizzy	d ɪ z iː
pushes	p ʊ ʃ ə z
raise	ɹ eɪ z
twisting	t w ɪ s t ɪ ŋ
golf	ɡ ɑ l f
clubs	k l ʌ b z
croquet	k ɹ oʊ k eɪ
putt	p ʌ t
metal	m ɛ t ə l
screws	s k ɹ uː z
clamp	k l æ m p
pinchers	p ɪ n tʃ ə ɹ z
taught	t ɔ t
ruler	ɹ uː l ə ɹ
inches	ɪ n tʃ ə z
wrench	ɹ ɛ n tʃ
hairstyle	h ɛ ɹ s t aɪ l
bolt	b oʊ l t
nails	n eɪ l z
maraca	m ɑ ɹ ɑ k ɑ
realize	ɹ iː ə l aɪ z
skippy	s k ɪ p iː
separately	s ɛ p ə ɹ ə t l iː
zip	z ɪ p
further	f ɜː ð ə ɹ
camera's	k æ m ɹ ə z
fascinated	f æ s ə n eɪ t ə d
cheerio	tʃ ɪ ɹ iː oʊ
staring	s t ɛ ɹ ɪ ŋ
wipers	w aɪ p ə ɹ z
riders	ɹ aɪ d ə ɹ z
wire	w aɪ ə ɹ
bunk	b ʌ ŋ k
ethan	iː θ ə n
puss	p ʊ s
yawn	j ɔ n
spilled	s p ɪ l d
boink	b ɔɪ n k
dolls	d ɑ l z
tangled	t æ ŋ ɡ ə l d
pail	p eɪ l
pooh	p uː
marks	m ɑ ɹ k s
kaboom	k ə b uː m
fur	f ɜː
silky	s ɪ l k iː
calves	k æ v z
calf	k æ f
lambs	l æ m z
wooly	w ʊ l iː
scratchy	s k ɹ æ tʃ iː
tags	t æ ɡ z
thump	θ ʌ m p
zipper	z ɪ p ə ɹ
ev	ɛ v
sake	s eɪ k
sh	ʃ
doors	d ɔ ɹ z
connected	k ə n ɛ k t ɪ d
wires	w aɪ ə ɹ z
crunch	k ɹ ʌ n tʃ
caterpillars	k æ t ə p ɪ l ə ɹ z
worm	w ɜː m
bonk	b ɑ ŋ k
chris	k ɹ ɪ s
matt	m æ t
mason	m eɪ s ə n
tissues	t ɪ s j uː z
bounced	b aʊ n s t
pee	p iː
verb	v ɜː b
drinking	d ɹ ɪ ŋ k ɪ ŋ
newspaper	n uː z p eɪ p ə ɹ
pennies	p ɛ n iː z
penny	p ɛ n iː
monkey's	m ʌ ŋ k iː z
hollow	h ɑ l oʊ
money's	m ʌ n iː z
range	ɹ eɪ n dʒ
whether	w ɛ ð ə ɹ
daisy	d eɪ z iː
following	f ɑ l oʊ ɪ ŋ
itch	ɪ tʃ
life	l aɪ f
undone	ə n d ʌ n
snapped	s n æ p t
pacifier	p æ s ə f aɪ ə ɹ
vitamins	v aɪ t ə m ə n z
heh	h ɛ
shadows	ʃ æ d oʊ z
whistle	w ɪ s ə l
blowing	b l oʊ ɪ ŋ
clouds	k l aʊ d z
piled	p aɪ l d
puff	p ʌ f
grumble	ɡ ɹ ʌ m b ə l
dible	d aɪ b ə l
chi	k aɪ
puddles	p ʌ d ə l z
locking	l ɑ k ɪ ŋ
locked	l ɑ k t
unlock	ə n l ɑ k
peak	p iː k
andres	ɑ n d ɹ eɪ z
cole	k oʊ l
uhh	ʌ
napkin	n æ p k ɪ n
puffed	p ʌ f t
dinky	d ɪ ŋ k iː
clack	k l æ k
poo	p uː
uncomfortable	ə n k ʌ m f ə ɹ t ə b ə l
there're	ð ɛ ɹ ə ɹ
hmm	h m
comet	k ɑ m ə t
scooping	s k uː p ɪ ŋ
puzzled	p ʌ z ə l d
sleeve	s l iː v
bouncy	b aʊ n s iː
snip	s n ɪ p
tock	t ɑ k
tick	t ɪ k
loose	l uː s
slips	s l ɪ p s
softer	s ɑ f t ə ɹ
rumble	ɹ ʌ m b ə l
hoot	h uː t
waah	w ɑ
dangerous	d eɪ n dʒ ə ɹ ə s
chug	tʃ ʌ ɡ
muddy	m ʌ d iː
fuzzy	f ʌ z iː
toads	t oʊ d z
carries	k æ ɹ iː z
furry	f ɜː iː
bok	b ɑ k
koalas	k oʊ ɑ l ə z
fills	f ɪ l z
koala	k oʊ ɑ l ə
scaly	s k eɪ l ɪ
cats	k æ t s
logs	l ɔ ɡ z
steel	s t iː l
scrap	s k ɹ æ p
cries	k ɹ aɪ z
baa	b iː eɪ eɪ
hip	h ɪ p
boy's	b ɔɪ z
catches	k æ tʃ ə z
crescent	k ɹ ɛ s ə n t
strum	s t ɹ ʌ m
laughs	l æ f s
scoots	s k uː t s
tongues	t ʌ ŋ z
grand	ɡ ɹ æ n d
ends	ɛ n d z
hopper	h ɑ p ə ɹ
lifts	l ɪ f t s
chewed	tʃ uː d
breaths	b ɹ ɛ θ s
flake	f l eɪ k
catching	k æ tʃ ɪ ŋ
fought	f ɔ t
slurp	s l ɜː p
snowflake	s n oʊ f l eɪ k
trail	t ɹ eɪ l
swoosh	s w uː ʃ
barking	b ɑ ɹ k ɪ ŋ
fourth	f ɔ ɹ θ
giddy	ɡ ɪ d iː
ruf	ɹ ʌ f
crib	k ɹ ɪ b
pickup	p ɪ k ʌ p
picker	p ɪ k ə ɹ
broccoli	b ɹ ɑ k ə l iː
stinky	s t ɪ ŋ k iː
du	d uː
max's	m æ k s ɪ z
max	m æ k s
ruby	ɹ uː b iː
sister	s ɪ s t ə ɹ
nipples	n ɪ p ə l z
hooked	h ʊ k t
collects	k ə l ɛ k t s
chickens	tʃ ɪ k ə n z
bowls	b oʊ l z
duty	d uː t iː
mirror	m ɪ ɹ ə ɹ
noodle	n uː d ə l
loo	l uː
oodle	uː d ə l
feeds	f iː d z
shell	ʃ ɛ l
drinks	d ɹ ɪ ŋ k s
wiping	w aɪ p ɪ ŋ
candies	k æ n d iː z
ni	n iː
hee	h iː
kleenex	k l iː n ə k s
james	dʒ eɪ m z
topham	t ɑ f ə m
spook	s p uː k
shouts	ʃ aʊ t s
geese	ɡ iː s
ciao	tʃ aʊ
yogurt	j oʊ ɡ ə ɹ t
hand's	h æ n d z
sunroom	s ʌ n ɹ uː m
ball's	b ɔ l z
frustrating	f ɹ ʌ s t ɹ eɪ t ɪ ŋ
biting	b aɪ t ɪ ŋ
sty	s t aɪ
closet	k l ɑ z ə t
buckles	b ʌ k ə l z
shoveling	ʃ ʌ v l ɪ ŋ
boxcar	b ɑ k s k ɑ ɹ
striped	s t ɹ aɪ p t
eng	ɛ ŋ
engineer	ɛ n dʒ ə n ɪ ɹ
smiling	s m aɪ l ɪ ŋ
bib	b ɪ b
gondolas	ɡ ɑ n d ə l ə z
boxcars	b ɑ k s k ɑ ɹ z
fleas	f l iː z
ducklings	d ʌ k l ɪ ŋ z
fluffy	f l ʌ f iː
goslings	ɡ ɑ z l ɪ ŋ z
hen	h ɛ n
ruff	ɹ ʌ f
piglets	p ɪ ɡ l ɪ t s
clifford	k l ɪ f ə ɹ d
croak	k ɹ oʊ k
pups	p ʌ p s
rum	ɹ ʌ m
napping	n æ p ɪ ŋ
didi	d iː d iː
net	n ɛ t
tickling	t ɪ k l ɪ ŋ
bride	b ɹ aɪ d
drank	d ɹ æ ŋ k
uphill	ʌ p h ɪ l
downhill	d aʊ n h ɪ l
tunnel's	t ʌ n ə l z
liquid	l ɪ k w ə d
tankers	t æ ŋ k ə ɹ z
trestle	t ɹ ɛ s ə l
prince	p ɹ ɪ n s
argh	ɑ ɹ ɡ
planets	p l æ n ə t s
glows	ɡ l oʊ z
acre	eɪ k ə ɹ
arrived	ə ɹ aɪ v d
discover	d ɪ s k ʌ v ə ɹ
pens	p ɛ n z
cat's	k æ t s
scarf	s k ɑ ɹ f
warmest	w ɔ ɹ m ə s t
here're	h iː ə ɹ ə ə ɹ
guys'	ɡ aɪ z
piggyback	p ɪ ɡ iː b æ k
ts	t iː ɛ s
pew	p j uː
ga	ɡ ɑ
goo	ɡ uː
shoe's	ʃ uː z
sweeping	s w iː p ɪ ŋ
elevator	ɛ l ə v eɪ t ə ɹ
puffs	p ʌ f s
stops	s t ɑ p s
screech	s k ɹ iː tʃ
asks	æ s k s
passengers	p æ s ə n dʒ ə ɹ z
filler	f ɪ l ə ɹ
stripped	s t ɹ ɪ p t
pen's	p ɛ n z
unstuck	ə n s t ʌ k
little's	l ɪ t ə l z
acorn	eɪ k ɔ ɹ n
king	k ɪ ŋ
cheeped	tʃ iː p t
henney	h ɛ n iː
clucked	k l ʌ k t
trot	t ɹ ɑ t
lockey	l ɑ k iː
cockey	k ɑ k iː
met	m ɛ t
crowed	k ɹ oʊ d
strut	s t ɹ ʌ t
ducky	d ʌ k iː
quacked	k w æ k t
waddle	w ɑ d ə l
lakey	l eɪ k iː
lucy	l uː s iː
goosey	ɡ uː s iː
honked	h ɑ ŋ k t
jog	dʒ ɑ ɡ
gobbled	ɡ ɑ b ə l d
foxy	f ɑ k s iː
growled	ɡ ɹ aʊ l d
nah	n ɑ
lair	l ɛ ɹ
hiccups	h ɪ k ə p s
wand	w ɑ n d
staying	s t eɪ ɪ ŋ
blink	b l ɪ ŋ k
suppose	s ə p oʊ z
knead	n iː d
mischief	m ɪ s tʃ ə f
yee	j iː
sent	s ɛ n t
became	b ɪ k eɪ m
vines	v aɪ n z
private	p ɹ aɪ v ə t
tumbled	t ʌ m b ə l d
sailed	s eɪ l d
roars	ɹ ɔ ɹ z
roared	ɹ ɔ ɹ d
gnashed	n æ ʃ t
morn	m ɔ ɹ n
rise	ɹ aɪ z
birds'	b ɜː d z
barney's	b ɑ ɹ n iː z
beaks	b iː k s
hiss	h ɪ s
hugs	h ʌ ɡ z
tripod	t ɹ aɪ p ɑ d
fool	f uː l
hiccup	h ɪ k ə p
replied	ɹ ɪ p l aɪ d
loader	l oʊ d ə ɹ
traffic	t ɹ æ f ɪ k
watches	w ɑ tʃ ə z
draws	d ɹ ɔ z
racing	ɹ eɪ s ɪ ŋ
duper	d uː p ə ɹ
replies	ɹ ɪ p l aɪ z
pouts	p aʊ t s
waits	w eɪ t s
dibble	d ɪ b ə l
tiptoes	t ɪ p t oʊ z
wakes	w eɪ k s
climbs	k l aɪ m z
parents'	p ɛ ɹ ə n t s
fights	f aɪ t s
wins	w ɪ n z
faucet	f ɔ s ə t
shine	ʃ aɪ n
curtains	k ɜː t ə n z
leaps	l iː p s
evening	iː v n ɪ ŋ
lightly	l aɪ t l iː
stardust	s t ɑ ɹ d ʌ s t
delight	d ɪ l aɪ t
cotton	k ɑ t ə n
flashes	f l æ ʃ ɪ z
swiftly	s w ɪ f t l iː
comet's	k ɑ m ə t s
moonlit	m uː n l ɪ t
starry	s t ɑ ɹ iː
streak	s t ɹ iː k
silvery	s ɪ l v ə ɹ iː
yawned	j ɔ n d
lens	l ɛ n z
clipping	k l ɪ p ɪ ŋ
clipper	k l ɪ p ə ɹ
bull	b ʊ l
rat	ɹ æ t
freddy	f ɹ ɛ d iː
chubb	tʃ ʌ b
fuss	f ʌ s
towed	t oʊ d
wherever	w ɛ ɹ ɛ v ə ɹ
sweets	s w iː t s
colorful	k ʌ l ə ɹ f ə l
stones	s t oʊ n z
bear's	b ɛ ɹ z
flew	f l uː
breakdown	b ɹ eɪ k d aʊ n
nonsense	n ɑ n s ɛ n s
coach	k oʊ tʃ
swans	s w ɑ n z
faded	f eɪ d ə d
chirped	tʃ ɜː p t
golden	ɡ oʊ l d ə n
puffer	p ʌ f ə ɹ
petey	p iː t iː
clop	k l ɑ p
untangle	ə n t æ ŋ ɡ ə l
toolbox	t uː l b ɔ k s
cage	k eɪ dʒ
clay	k l eɪ
ditch	d ɪ tʃ
ham	h æ m
forklift	f ɔ ɹ k l ɪ f t
backhoe	b æ k h oʊ
bleep	b l iː p
sam	s æ m
pitch	p ɪ tʃ
bases	b eɪ s ə z
axe	æ k s
percy	p ɜː s iː
toby	t oʊ b iː
mavis	m eɪ v ɪ s
diesel	d iː s ə l
dumpling	d ʌ m p l ɪ ŋ
davy	d eɪ v iː
trevor	t ɹ ɛ v ə ɹ
dragon	d ɹ æ ɡ ə n
teases	t iː z ɪ z
synonyms	s ɪ n ə n ɪ m s
lofty	l ɔ f t iː
farmer's	f ɑ ɹ m ə ɹ z
rolly	ɹ oʊ l iː
machines	m ə ʃ iː n z
bothers	b ɑ ð ə ɹ z
phase	f eɪ z
toddler	t ɑ d l ə ɹ
hmmm	h m
tool	t uː l
backpacks	b æ k p æ k s
men	m ɛ n
speedy	s p iː d iː
suddenly	s ʌ d ə n l iː
blowout	b l oʊ aʊ t
gordon	ɡ ɔ ɹ d ə n
instruments	ɪ n s t ɹ ə m ə n t s
tires	t aɪ ə ɹ z
master	m æ s t ə ɹ
believed	b ɪ l iː v d
chain	tʃ eɪ n
rump	ɹ ʌ m p
dragons	d ɹ æ ɡ ə n z
pointer	p ɔɪ n t ə ɹ
ouch	aʊ tʃ
rails	ɹ eɪ l z
freight	f ɹ eɪ t
cheerful	tʃ ɪ ɹ f ə l
lever	l ɛ v ə ɹ
hopped	h ɑ p t
edward	ɛ d w ə ɹ d
nimble	n ɪ m b ə l
winnie	w ɪ n iː
ascent	ə s ɛ n t
bent	b ɛ n t
suggests	s ə dʒ ɛ s t s
percy's	p ɜː s iː z
chugging	tʃ ʌ ɡ ɪ ŋ
dumptruck	d ʌ m p t ɹ ʌ k
engine's	ɛ n dʒ ə n z
thinks	θ ɪ ŋ k s
urges	ɜː dʒ ə z
landed	l æ n d ə d
coughing	k ɑ f ɪ ŋ
counts	k aʊ n t s
begins	b ɪ ɡ ɪ n z
conductor	k ə n d ʌ k t ə ɹ
pig's	p ɪ ɡ z
coal	k oʊ l
tractors	t ɹ æ k t ə ɹ z
fiddle	f ɪ d ə l
ostrich	ɔ s t ɹ ɪ tʃ
buffer	b ʌ f ə ɹ
smokestack	s m oʊ k s t æ k
grandpa	ɡ ɹ æ n d p ɑ
dome	d oʊ m
whistles	w ɪ s ə l z
washes	w ɑ ʃ ɪ z
fridge	f ɹ ɪ dʒ
escalator	ɛ s k ə l eɪ t ə ɹ
puppies	p ʌ p iː z
aunts	æ n t s
rabbits	ɹ æ b ə t s
tearing	t ɛ ɹ ɪ ŋ
jogging	dʒ ɑ ɡ ɪ ŋ
booby	b uː b iː
bart	b ɑ ɹ t
pretending	p ɹ iː t ɛ n d ɪ ŋ
breast	b ɹ ɛ s t
mike	m aɪ k
mask	m æ s k
accessories	æ k s ɛ s ə ɹ iː z
tights	t aɪ t s
cousins	k ʌ z ə n z
gates	ɡ eɪ t s
susi	s uː s iː
laundromat	l ɔ n d ɹ ə m æ t
gus	ɡ ʌ s
coler	k oʊ l ə ɹ
er	ə ɹ
pickers	p ɪ k ə ɹ z
lamppost	l æ m p p oʊ s t
point	p ɔɪ n t
sap	s æ p
post	p oʊ s t
stretched	s t ɹ ɛ tʃ t
gore	ɡ ɔ ɹ
pounding	p aʊ n d ɪ ŋ
mailing	m eɪ l ɪ ŋ
flora	f l ɔ ɹ ə
bog	b ɑ ɡ
wack	w æ k
exercises	ɛ k s ə ɹ s aɪ z ə z
trapeze	t ɹ ə p iː z
lifted	l ɪ f t ə d
olivia	oʊ l ɪ v iː ə
conditioning	k ə n d ɪ ʃ ə n ɪ ŋ
binging	b ɪ ŋ ɡ ɪ ŋ
taxi	t æ k s iː
shady	ʃ eɪ d iː
delivers	d ɪ l ɪ v ə ɹ z
mush	m ʌ ʃ
dream	d ɹ iː m
haul	h ɔ l
hexagon	h ɛ k s ə ɡ ɑ n
dude	d uː d
backyard	b æ k j ɑ ɹ d
owls	aʊ l z
cricket	k ɹ ɪ k ə t
hush	h ʌ ʃ
castles	k æ s ə l z
wreck	ɹ ɛ k
toilet	t ɔɪ l ə t
sweeper	s w iː p ə ɹ
seatbelt	s iː t b ɛ l t
boobies	b uː b ɪ z
subject	s ə b dʒ ɛ k t
logging	l ɔ ɡ ɪ ŋ
fred's	f ɹ ɛ d z
fred	f ɹ ɛ d
crocodile	k ɹ ɑ k ə d aɪ l
strap	s t ɹ æ p
eagle's	iː ɡ ə l z
heavier	h ɛ v iː ə ɹ
unzipped	ə n z ɪ p t
firemen	f aɪ ɹ m ə n
scraper	s k ɹ eɪ p ə ɹ
paver	p eɪ v ə ɹ
firehouse	f aɪ ə ɹ h aʊ s
snuggle	s n ʌ ɡ ə l
digger	d ɪ ɡ ə ɹ
ooze	uː z
snooze	s n uː z
kindergarten	k ɪ n d ə ɹ ɡ ɑ ɹ t ə n
boulders	b oʊ l d ə ɹ z
adam's	æ d ə m z
curled	k ɜː l d
ticket	t ɪ k ə t
brenda's	b ɹ ɛ n d ə z
christopher	k ɹ ɪ s t ə f ə ɹ
porpoise	p ɔ ɹ p ə s
nod	n ɑ d
prefer	p ɹ ə f ɜː
drifting	d ɹ ɪ f t ɪ ŋ
cave	k eɪ v
backs	b æ k s
punkin	p ʌ ŋ k ɪ n
punky	p ʌ ŋ k iː
untangled	ʌ n t æ ŋ ɡ l d
cow's	k aʊ z
bakery	b eɪ k ə ɹ iː
pies	p aɪ z
chomp	tʃ ɑ m p
scooper	s k uː p ə ɹ
danny	d æ n iː
her's	h ɜː z
echo	ɛ k oʊ
packed	p æ k t
emily	ɛ m ɪ l iː
scooped	s k uː p t
boulder	b oʊ l d ə ɹ
truck's	t ɹ ʌ k s
scrumptious	s k ɹ ʌ m p ʃ ə s
squirts	s k w ɜː t s
fanny	f æ n iː
camping	k æ m p ɪ ŋ
climber	k l aɪ m ə ɹ
gunny	ɡ ʌ n iː
ian	iː ə n
scrubbing	s k ɹ ʌ b ɪ ŋ
sally	s æ l iː
munch	m ʌ n tʃ
homerun	h oʊ m ɹ ʌ n
dress	d ɹ ɛ s
ways	w eɪ z
deer	d ɪ ɹ
blah	b l ɑ
grows	ɡ ɹ oʊ z
feeding	f iː d ɪ ŋ
footprints	f ʊ t p ɹ ɪ n t s
learns	l ɜː n z
jesse	dʒ ɛ s iː
grodin	ɡ ɹ oʊ d ɪ n
score	s k ɔ ɹ
kiki	k iː k iː
paw	p ɔ
gear	ɡ ɪ ɹ
pole	p oʊ l
slides	s l aɪ d z
interesting	ɪ n t ɹ ə s t ɪ ŋ
cheer	tʃ ɪ ɹ
lenny	l ɛ n iː
stamps	s t æ m p s
matty	m æ t iː
locks	l ɑ k s
taps	t æ p s
nora	n ɔ ɹ ə
slots	s l ɑ t s
ophelia	ə f iː l j ə
noodles	n uː d ə l z
canvas	k æ n v ə s
steers	s t ɪ ɹ z
patricia	p ə t ɹ ɪ ʃ ə
scale	s k eɪ l
checks	tʃ ɛ k s
quentin	k w ɛ n t ɪ n
wong	w ɔ ŋ
climbed	k l aɪ m d
tips	t ɪ p s
moustache	m ʌ s t æ ʃ
splits	s p l ɪ t s
grabs	ɡ ɹ æ b z
sarah	s ɛ ɹ ə
tommy	t ɑ m iː
recently	ɹ iː s ə n t l iː
sue	s uː
renew	ɹ ɪ n uː
clicks	k l ɪ k s
mack	m æ k
clues	k l uː z
ursula	ɜː s ə l ə
quantity	k w ɑ n t ə t iː
vicky	v ɪ k iː
clumps	k l ʌ m p s
wanda	w ɑ n d ə
edgewood	ɛ dʒ w ʊ d
splendid	s p l ɛ n d ɪ d
sorts	s ɔ ɹ t s
michael	m aɪ k ə l
mumps	m ʌ m p s
bits	b ɪ t s
roads	ɹ oʊ d z
xavier	z eɪ v j ə ɹ
yolanda	j oʊ l ɑ n d ə
zack	z æ k
lane	l eɪ n
drury	d ɹ uː ɹ iː
asphalt	æ s f ɔ l t
sailor's	s eɪ l ə ɹ z
batting	b æ t ɪ ŋ
crowded	k ɹ aʊ d ə d
giraffes	dʒ ə ɹ æ f s
diving	d aɪ v ɪ ŋ
wham	w æ m
kicked	k ɪ k t
pops	p ɑ p s
punch	p ʌ n tʃ
pours	p ɔ ɹ z
douglas	d ʌ ɡ l ə s
cowabunga	k aʊ ə b ʌ n ɡ ə
banner	b æ n ə ɹ
juggling	dʒ ʌ ɡ ə l ɪ ŋ
clank	k l æ ŋ k
oof	uː f
vertically	v ɜː t ɪ k l iː
preserve	p ɹ ə z ɜː v
touched	t ʌ tʃ t
groaned	ɡ ɹ oʊ n d
builds	b ɪ l d z
chicago	ʃ ə k ɑ ɡ oʊ
exaggerate	ɪ ɡ z æ dʒ ə ɹ eɪ t
nothing's	n ʌ θ ɪ ŋ z
knocker	n ɑ k ə ə ɹ
wrecker	ɹ ɛ k ə ɹ
destroys	d ɪ s t ɹ ɔɪ z
wrecks	ɹ ɛ k s
robots	ɹ oʊ b ɑ t s
curious	k j ʊ ɹ iː ə s
tony's	t oʊ n iː z
helpful	h ɛ l p f ə l
plonk	p l ɑ ŋ k
dash	d æ ʃ
lock	l ɑ k
cereals	s ɪ ɹ iː ə l z
touchdown	t ʌ tʃ d aʊ n
plunk	p l ʌ ŋ k
sport	s p ɔ ɹ t
muffins	m ʌ f ə n z
peter's	p iː t ə ɹ z
waffle	w ɑ f ə l
emptied	ɛ m p t iː d
mushroom	m ʌ ʃ ɹ uː m
matthew	m æ θ j uː
flipped	f l ɪ p t
miracle	m ɪ ɹ ə k ə l
west	w ɛ s t
begin	b ɪ ɡ ɪ n
escaped	ɪ s k eɪ p t
brick	b ɹ ɪ k
whack	w æ k
underwear	ʌ n d ə ɹ w ɛ ɹ
tony	t oʊ n iː
dartboard	d ɑ ɹ t b ɔ ɹ d
we'd	w iː d
oozing	uː z ɪ ŋ
sickle	s ɪ k ə l
patted	p æ t ɪ d
bulk	b ʌ l k
belonged	b ɪ l ɔ ŋ d
flop	f l ɑ p
fireplace	f aɪ ə ɹ p l eɪ s
tipped	t ɪ p t
santas	s æ n t ə s
tuitions	t uː ɪ ʃ ə n z
delivered	d ɪ l ɪ v ə ɹ d
completely	k ə m p l iː t l iː
ramsey	ɹ æ m z iː
lion's	l aɪ ə n z
fighting	f aɪ t ɪ ŋ
merrily	m ɛ ɹ ə l iː
jugglers	dʒ ʌ ɡ ə l ə ɹ z
planetarium	p l æ n ə t ɛ ɹ iː ə m
speeding	s p iː d ɪ ŋ
peace	p iː s
dolphins	d ɑ l f ə n z
whales	w eɪ l z
blasts	b l æ s t s
queen	k w iː n
leash	l iː ʃ
beaker	b iː k ə ɹ
woods	w ʊ d z
collar	k ɑ l ə ɹ
mill	m ɪ l
accessorize	æ k s ɛ s ə ɹ aɪ z
snowy	s n oʊ iː
peter	p iː t ə ɹ
sank	s æ ŋ k
pointing	p ɔɪ n t ɪ ŋ
detective	d ɪ t ɛ k t ɪ v
dragged	d ɹ æ ɡ d
unhappy	ə n h æ p iː
smacking	s m æ k ɪ ŋ
join	dʒ ɔɪ n
suzy	s uː z iː
heroes	h ɪ ɹ oʊ z
delay	d ɪ l eɪ
burning	b ɜː n ɪ ŋ
highway	h aɪ w eɪ
blazes	b l eɪ z ɪ z
leads	l iː d z
angels	eɪ n dʒ ə l z
pretended	p ɹ iː t ɛ n d ɪ d
pat's	p æ t s
slid	s l ɪ d
heaping	h iː p ɪ ŋ
tug	t ʌ ɡ
fire's	f aɪ ə ɹ z
handful	h æ n d f ʊ l
firm	f ɜː m
base	b eɪ s
fir	f ɜː
cab	k æ b
easiest	iː z iː ə s t
campers	k æ m p ə ɹ z
fleeing	f l iː ɪ ŋ
earrings	ɪ ɹ ɪ ŋ z
chopped	tʃ ɑ p t
billy's	b ɪ l iː z
roadway	ɹ oʊ d w eɪ
justice	dʒ ʌ s t ə s
jake	dʒ eɪ k
dreamt	d ɹ ɛ m t
ticklish	t ɪ k ə l ɪ ʃ
hall	h ɔ l
flames	f l eɪ m z
waters	w ɔ t ə ɹ z
scurry	s k ɜː iː
pathway	p æ θ w eɪ
chops	tʃ ɑ p s
pokes	p oʊ k s
scores	s k ɔ ɹ z
meadows	m ɛ d oʊ z
fields	f iː l d z
scored	s k ɔ ɹ d
tackled	t æ k ə l d
corduroy	k ɔ ɹ d ə ɹ ɔɪ
pitching	p ɪ tʃ ɪ ŋ
chunk	tʃ ʌ ŋ k
mattress	m æ t ɹ ə s
saves	s eɪ v z
slipped	s l ɪ p t
pulled	p ʊ l d
ranch	ɹ æ n tʃ
pitcher	p ɪ tʃ ə ɹ
grip	ɡ ɹ ɪ p
mats	m æ t s
lived	l ɪ v d
waited	w eɪ t ɪ d
catcher	k æ tʃ ɜː
shoppers	ʃ ɑ p ə ɹ z
chopping	tʃ ɑ p ɪ ŋ
overalls	oʊ v ə ɹ ɔ l z
seemed	s iː m d
noone	n uː n
sat	s æ t
stable	s t eɪ b ə l
sighed	s aɪ d
sauce	s ɔ s
shortstop	ʃ ɔ ɹ t s t ɑ p
sadly	s æ d l iː
teenager	t iː n eɪ dʒ ə ɹ
flipping	f l ɪ p ɪ ŋ
outfield	aʊ t f iː l d
home's	h oʊ m z
searching	s ɜː tʃ ɪ ŋ
within	w ɪ ð ɪ n
fires	f aɪ ə ɹ z
giggled	ɡ ɪ ɡ ə l d
hid	h ɪ d
boasted	b oʊ s t ə d
bedbugs	b ɛ d b ə ɡ z
reached	ɹ iː tʃ t
crawls	k ɹ ɔ l z
carousel	k ɛ ɹ ə s ɛ l
rode	ɹ oʊ d
sight	s aɪ t
sofas	s oʊ f ə z
lamps	l æ m p s
burn	b ɜː n
gasped	ɡ æ s p t
palace	p æ l ə s
load	l oʊ d
admiring	æ d m aɪ ɹ ɪ ŋ
wandered	w ɑ n d ə ɹ d
conk	k ɑ ŋ k
fluttering	f l ʌ t ə ɹ ɪ ŋ
sudden	s ʌ d ə n
dot	d ɑ t
polka	p oʊ l k ɑ
crawled	k ɹ ɔ l d
werewolf	w ɛ ɹ w ʊ l f
principal	p ɹ ɪ n s ə p ə l
paws	p ɔ z
yanked	j æ ŋ k t
toppled	t ɑ p ə l d
clacking	k l æ k ɪ ŋ
clicking	k l ɪ k ɪ ŋ
puffing	p ʌ f ɪ ŋ
chief	tʃ iː f
nests	n ɛ s t s
rounds	ɹ aʊ n d z
watchman	w ɑ tʃ m ə n
tummy	t ʌ m iː
dashing	d æ ʃ ɪ ŋ
cradle	k ɹ eɪ d ə l
flashed	f l æ ʃ t
smashed	s m æ ʃ t
tucked	t ʌ k t
